"Step","Group: coin3_cf_modified_causal_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_modified_causal_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_modified_causal_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_cf_team_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_team_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_team_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_cf_discrete_causal_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_discrete_causal_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_discrete_causal_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_cf_causal_independent_1_0.55 - SW_ep_rew_mean","Group: coin3_cf_causal_independent_1_0.55 - SW_ep_rew_mean__MIN","Group: coin3_cf_causal_independent_1_0.55 - SW_ep_rew_mean__MAX","Group: coin3_baseline_1 - SW_ep_rew_mean","Group: coin3_baseline_1 - SW_ep_rew_mean__MIN","Group: coin3_baseline_1 - SW_ep_rew_mean__MAX","Group: coin3_baseline_independent_1 - SW_ep_rew_mean","Group: coin3_baseline_independent_1 - SW_ep_rew_mean__MIN","Group: coin3_baseline_independent_1 - SW_ep_rew_mean__MAX"
"3200000","3.6633334010839462","3.6633334010839462","3.6633334010839462","0.3999999761581421","0.3999999761581421","0.3999999761581421","-2.136666724458337","-2.3400000731150308","-1.9333333758016427","-1.993333339691162","-1.993333339691162","-1.993333339691162","","","","","",""
"3216000","","","","","","","","","","","","","","","","-1.4799999594688416","-1.4799999594688416","-1.4799999594688416"
"3240000","","","","","","","","","","","","","-3.2799999713897705","-3.2799999713897705","-3.2799999713897705","","",""
"3264000","3.976666589577993","3.976666589577993","3.976666589577993","-0.10000004371007283","-0.10000004371007283","-0.10000004371007283","-2.5233333508173628","-2.6600000460942588","-2.3866666555404663","-2.3133333722750344","-2.3133333722750344","-2.3133333722750344","","","","-1.5666667222976685","-1.5666667222976685","-1.5666667222976685"
"3312000","","","","","","","","","","","","","-3.7100000381469727","-3.7100000381469727","-3.7100000381469727","-2.0466665824254355","-2.0466665824254355","-2.0466665824254355"
"3328000","3.3733334143956504","3.3733334143956504","3.3733334143956504","-0.033333400885264076","-0.033333400885264076","-0.033333400885264076","-2.246666709582011","-2.440000057220459","-2.053333361943563","-2.4400000174840293","-2.4400000174840293","-2.4400000174840293","","","","","",""
"3360000","","","","","","","","","","","","","","","","-0.6133332749207815","-0.6133332749207815","-0.6133332749207815"
"3384000","","","","","","","","","","","","","-3.380000114440918","-3.380000114440918","-3.380000114440918","","",""
"3392000","3.646666725476583","3.646666725476583","3.646666725476583","-0.700000007947286","-0.700000007947286","-0.700000007947286","-2.4383333272611103","-2.5700000220288834","-2.306666632493337","-2.366666595141093","-2.366666595141093","-2.366666595141093","","","","","",""
"3408000","","","","","","","","","","","","","","","","-1.559999932224552","-1.559999932224552","-1.559999932224552"
"3456000","3.346666768193245","3.346666768193245","3.346666768193245","0.4200000762939453","0.4200000762939453","0.4200000762939453","-2.398333261410395","-2.569999913374583","-2.2266666094462075","-2.1666667064030967","-2.1666667064030967","-2.1666667064030967","-3.4000000953674316","-3.4000000953674316","-3.4000000953674316","-1.7133333683013916","-1.7133333683013916","-1.7133333683013916"
"3504000","","","","","","","","","","","","","","","","-1.2533332804838817","-1.2533332804838817","-1.2533332804838817"
"3520000","3.7866666987538338","3.7866666987538338","3.7866666987538338","0.28666675090789795","0.28666675090789795","0.28666675090789795","-2.6850000222524004","-2.9166666666666665","-2.4533333778381348","-2.1666667064030967","-2.1666667064030967","-2.1666667064030967","","","","","",""
"3528000","","","","","","","","","","","","","-2.5999999046325684","-2.5999999046325684","-2.5999999046325684","","",""
"3552000","","","","","","","","","","","","","","","","-1.5800000429153442","-1.5800000429153442","-1.5800000429153442"
"3584000","3.8000000193715096","3.8000000193715096","3.8000000193715096","-0.0666666030883789","-0.0666666030883789","-0.0666666030883789","-2.513333310683568","-2.8333332935969033","-2.193333327770233","-2.5000000397364297","-2.5000000397364297","-2.5000000397364297","","","","","",""
"3600000","","","","","","","","","","","","","-2.0399999618530273","-2.0399999618530273","-2.0399999618530273","-0.3600000739097595","-0.3600000739097595","-0.3600000739097595"
"3648000","3.9666666189829507","3.9666666189829507","3.9666666189829507","-0.14666668574015299","-0.14666668574015299","-0.14666668574015299","-2.163333348929882","-2.2666667302449546","-2.0599999676148095","-2.0599999825159707","-2.0599999825159707","-2.0599999825159707","","","","-0.8466666539510092","-0.8466666539510092","-0.8466666539510092"
"3672000","","","","","","","","","","","","","-2.7300000190734863","-2.7300000190734863","-2.7300000190734863","","",""
"3696000","","","","","","","","","","","","","","","","-1.186666617790858","-1.186666617790858","-1.186666617790858"
"3712000","3.566666672627131","3.566666672627131","3.566666672627131","0.13333346446355185","0.13333346446355185","0.13333346446355185","-2.1900000174840293","-2.2199999888738","-2.1600000460942588","-2.4200000365575156","-2.4200000365575156","-2.4200000365575156","","","","","",""
"3744000","","","","","","","","","","","","","-2.450000047683716","-2.450000047683716","-2.450000047683716","-0.8200000127156576","-0.8200000127156576","-0.8200000127156576"
"3776000","4.219999988873799","4.219999988873799","4.219999988873799","0.7733333110809326","0.7733333110809326","0.7733333110809326","-2.1733333667119346","-2.4666666984558105","-1.8800000349680583","-2.100000003973643","-2.100000003973643","-2.100000003973643","","","","","",""
"3792000","","","","","","","","","","","","","","","","-0.8733333945274353","-0.8733333945274353","-0.8733333945274353"
"3816000","","","","","","","","","","","","","-2.180000066757202","-2.180000066757202","-2.180000066757202","","",""
"3840000","4.3466668128967285","4.3466668128967285","4.3466668128967285","-0.03333336114883423","-0.03333336114883423","-0.03333336114883423","-1.8433333321784933","-2.1533333460489907","-1.5333333183079958","-2.146666725476583","-2.146666725476583","-2.146666725476583","","","","-1.1799999872843425","-1.1799999872843425","-1.1799999872843425"
"3888000","","","","","","","","","","","","","-3.140000104904175","-3.140000104904175","-3.140000104904175","-1.286666731039683","-1.286666731039683","-1.286666731039683"
"3904000","4.22000006834666","4.22000006834666","4.22000006834666","0.34666669368743896","0.34666669368743896","0.34666669368743896","-1.7966666718324025","-1.9933332999547322","-1.6000000437100728","-1.4399999777475994","-1.4399999777475994","-1.4399999777475994","","","","","",""
"3936000","","","","","","","","","","","","","","","","-1.153333346048991","-1.153333346048991","-1.153333346048991"
"3960000","","","","","","","","","","","","","-2.7799999713897705","-2.7799999713897705","-2.7799999713897705","","",""
"3968000","3.9733332792917886","3.9733332792917886","3.9733332792917886","0.03333329223096371","0.03333329223096371","0.03333329223096371","-1.8566666481395564","-2.2199999888738","-1.4933333074053128","-2.1866666873296103","-2.1866666873296103","-2.1866666873296103","","","","","",""
"3984000","","","","","","","","","","","","","","","","-1.3266667127609253","-1.3266667127609253","-1.3266667127609253"
"4032000","3.706666727860769","3.706666727860769","3.706666727860769","0.7799999117851257","0.7799999117851257","0.7799999117851257","-1.706666683157285","-1.7333333392937977","-1.6800000270207722","-1.8100000222524006","-1.8100000222524006","-1.8100000222524006","-2.950000047683716","-2.950000047683716","-2.950000047683716","-1.6933333228031795","-1.6933333228031795","-1.6933333228031795"
"4080000","","","","","","","","","","","","","","","","-1.373333250482877","-1.373333250482877","-1.373333250482877"
"4096000","4.520000060399373","4.520000060399373","4.520000060399373","0.013333400090535482","0.013333400090535482","0.013333400090535482","-1.7799999813238778","-1.8066666920979817","-1.7533332705497742","-2.5833333333333335","-2.5833333333333335","-2.5833333333333335","","","","","",""
"4104000","","","","","","","","","","","","","-3.2100000381469727","-3.2100000381469727","-3.2100000381469727","","",""
"4128000","","","","","","","","","","","","","","","","-1.5333333412806194","-1.5333333412806194","-1.5333333412806194"
"4160000","4.400000015894572","4.400000015894572","4.400000015894572","0.8666667342185974","0.8666667342185974","0.8666667342185974","-1.8083333472410836","-1.9599999984105427","-1.6566666960716248","-2.393333315849304","-2.393333315849304","-2.393333315849304","","","","","",""
"4176000","","","","","","","","","","","","","-1.9700000286102295","-1.9700000286102295","-1.9700000286102295","-1.300000011920929","-1.300000011920929","-1.300000011920929"
"4224000","4.760000069936116","4.760000069936116","4.760000069936116","0.7399999548991522","0.7399999548991522","0.7399999548991522","-1.9483333279689155","-2.083333343267441","-1.8133333126703899","-1.7666666507720947","-1.7666666507720947","-1.7666666507720947","","","","-0.9466666579246521","-0.9466666579246521","-0.9466666579246521"
"4248000","","","","","","","","","","","","","-2.869999885559082","-2.869999885559082","-2.869999885559082","","",""
"4272000","","","","","","","","","","","","","","","","-0.6600000063578287","-0.6600000063578287","-0.6600000063578287"
"4288000","4.400000015894572","4.400000015894572","4.400000015894572","0.2733333508173625","0.2733333508173625","0.2733333508173625","-1.6516666834553084","-1.8066667169332504","-1.4966666499773662","-1.5700000325838726","-1.5700000325838726","-1.5700000325838726","","","","","",""
"4320000","","","","","","","","","","","","","-2.619999885559082","-2.619999885559082","-2.619999885559082","-1.200000027815501","-1.200000027815501","-1.200000027815501"
"4352000","4.466666579246521","4.466666579246521","4.466666579246521","0.3800000225504239","0.3800000225504239","0.3800000225504239","-1.5299999987085662","-1.7199999491373699","-1.3400000482797623","-1.2433333198229473","-1.2433333198229473","-1.2433333198229473","","","","","",""
"4368000","","","","","","","","","","","","","","","","-1.113333284854889","-1.113333284854889","-1.113333284854889"
"4392000","","","","","","","","","","","","","-3.299999952316284","-3.299999952316284","-3.299999952316284","","",""
"4416000","4.4666666984558105","4.4666666984558105","4.4666666984558105","0.3933333953221639","0.3933333953221639","0.3933333953221639","-1.5599999725818634","-1.6333332856496174","-1.4866666595141094","-1.4199999968210857","-1.4199999968210857","-1.4199999968210857","","","","-0.7800000111262003","-0.7800000111262003","-0.7800000111262003"
"4464000","","","","","","","","","","","","","-3.009999990463257","-3.009999990463257","-3.009999990463257","-0.5000000397364298","-0.5000000397364298","-0.5000000397364298"
"4480000","4.513333400090535","4.513333400090535","4.513333400090535","0.09333333869775136","0.09333333869775136","0.09333333869775136","-1.1750000230967999","-1.2700000032782555","-1.0800000429153442","-2.403333365917206","-2.403333365917206","-2.403333365917206","","","","","",""
"4512000","","","","","","","","","","","","","","","","-1.5399999568859737","-1.5399999568859737","-1.5399999568859737"
"4536000","","","","","","","","","","","","","-3.049999952316284","-3.049999952316284","-3.049999952316284","","",""
"4544000","4.87333345413208","4.87333345413208","4.87333345413208","0.3933333953221639","0.3933333953221639","0.3933333953221639","-1.4200000067551932","-1.7666666905085247","-1.0733333230018616","-1.2600000301996868","-1.2600000301996868","-1.2600000301996868","","","","","",""
"4560000","","","","","","","","","","","","","","","","-0.6333333104848862","-0.6333333104848862","-0.6333333104848862"
"4608000","4.486666719118754","4.486666719118754","4.486666719118754","0.3266666531562805","0.3266666531562805","0.3266666531562805","-1.865000014503797","-2.0866666734218597","-1.6433333555857341","-2.1033333092927933","-2.1033333092927933","-2.1033333092927933","-2.7699999809265137","-2.7699999809265137","-2.7699999809265137","-1.2733333508173625","-1.2733333508173625","-1.2733333508173625"
"4656000","","","","","","","","","","","","","","","","-0.9266666869322459","-0.9266666869322459","-0.9266666869322459"
"4672000","4.6333333651224775","4.6333333651224775","4.6333333651224775","-0.046666706601778664","-0.046666706601778664","-0.046666706601778664","-1.2183332989613216","-1.4999999503294628","-0.9366666475931803","-1.4866666595141094","-1.4866666595141094","-1.4866666595141094","","","","","",""
"4680000","","","","","","","","","","","","","-2.700000047683716","-2.700000047683716","-2.700000047683716","","",""
"4704000","","","","","","","","","","","","","","","","-1.0866667528947194","-1.0866667528947194","-1.0866667528947194"
"4736000","5.0600000222524","5.0600000222524","5.0600000222524","0.2333332896232605","0.2333332896232605","0.2333332896232605","-1.4683333386977515","-1.8466666738192241","-1.0900000035762787","-0.9466666877269745","-0.9466666877269745","-0.9466666877269745","","","","","",""
"4752000","","","","","","","","","","","","","-3.140000104904175","-3.140000104904175","-3.140000104904175","-0.7933333516120911","-0.7933333516120911","-0.7933333516120911"
"4800000","4.193333427111308","4.193333427111308","4.193333427111308","0.046666622161865234","0.046666622161865234","0.046666622161865234","-1.530000001192093","-1.6533333261807759","-1.40666667620341","-1.8533334185679753","-1.8533334185679753","-1.8533334185679753","","","","-1.1133332898219426","-1.1133332898219426","-1.1133332898219426"
"4824000","","","","","","","","","","","","","-3.0899999141693115","-3.0899999141693115","-3.0899999141693115","","",""
"4848000","","","","","","","","","","","","","","","","-1.3199999729792278","-1.3199999729792278","-1.3199999729792278"
"4864000","4.573333342870076","4.573333342870076","4.573333342870076","0.30999990552663803","0.30999990552663803","0.30999990552663803","-1.5033333003520966","-1.8399999539057414","-1.1666666467984517","-2.1600000063578286","-2.1600000063578286","-2.1600000063578286","","","","","",""
"4896000","","","","","","","","","","","","","-2.7200000286102295","-2.7200000286102295","-2.7200000286102295","-0.7666667302449545","-0.7666667302449545","-0.7666667302449545"
"4928000","4.746666669845581","4.746666669845581","4.746666669845581","0.3599999714642763","0.3599999714642763","0.3599999714642763","-1.936666732033094","-2.046666741371155","-1.8266667226950328","-1.606666664282481","-1.606666664282481","-1.606666664282481","","","","","",""
"4944000","","","","","","","","","","","","","","","","-0.34666667381922406","-0.34666667381922406","-0.34666667381922406"
"4968000","","","","","","","","","","","","","-2.299999952316284","-2.299999952316284","-2.299999952316284","","",""
"4992000","4.633333325386047","4.633333325386047","4.633333325386047","0.493333379427592","0.493333379427592","0.493333379427592","-1.2916666567325592","-1.8666666746139526","-0.7166666388511658","-1.6200000047683716","-1.6200000047683716","-1.6200000047683716","","","","-1.9868214925130207e-8","-1.9868214925130207e-8","-1.9868214925130207e-8"
"5040000","","","","","","","","","","","","","-2.509999990463257","-2.509999990463257","-2.509999990463257","-0.2600000301996867","-0.2600000301996867","-0.2600000301996867"
"5056000","4.6600000858306885","4.6600000858306885","4.6600000858306885","0.39333346486091614","0.39333346486091614","0.39333346486091614","-1.2983333446706333","-2.080000008145968","-0.5166666811952988","-2.026666625092427","-2.026666625092427","-2.026666625092427","","","","","",""
"5088000","","","","","","","","","","","","","","","","-0.8400000135103861","-0.8400000135103861","-0.8400000135103861"
"5112000","","","","","","","","","","","","","-2.7899999618530273","-2.7899999618530273","-2.7899999618530273","","",""
"5120000","4.413333336512248","4.413333336512248","4.413333336512248","0.7800000508626302","0.7800000508626302","0.7800000508626302","-1.0733333279689152","-1.3799999852975209","-0.7666666706403097","-2.1933332681655884","-2.1933332681655884","-2.1933332681655884","","","","","",""
"5136000","","","","","","","","","","","","","","","","-0.8733333349227905","-0.8733333349227905","-0.8733333349227905"
"5184000","4.353333314259847","4.353333314259847","4.353333314259847","0.8266667587061723","0.8266667587061723","0.8266667587061723","-1.7833333263794582","-2.2066666384538016","-1.3600000143051147","-1.1399999856948853","-1.1399999856948853","-1.1399999856948853","-3.3399999141693115","-3.3399999141693115","-3.3399999141693115","-0.6933333079020182","-0.6933333079020182","-0.6933333079020182"
"5232000","","","","","","","","","","","","","","","","-0.9333333273728689","-0.9333333273728689","-0.9333333273728689"
"5248000","4.253333330154419","4.253333330154419","4.253333330154419","0.8599999050299326","0.8599999050299326","0.8599999050299326","-1.4083333164453506","-1.8066666424274445","-1.0099999904632568","-1.2800000111262004","-1.2800000111262004","-1.2800000111262004","","","","","",""
"5256000","","","","","","","","","","","","","-2.6500000953674316","-2.6500000953674316","-2.6500000953674316","","",""
"5280000","","","","","","","","","","","","","","","","-0.2133332888285319","-0.2133332888285319","-0.2133332888285319"
"5312000","4.853333393732707","4.853333393732707","4.853333393732707","0.6066666841506958","0.6066666841506958","0.6066666841506958","-0.7533333202203114","-1.2866666515668232","-0.21999998887379965","-1.5833333432674408","-1.5833333432674408","-1.5833333432674408","","","","","",""
"5328000","","","","","","","","","","","","","-1.809999942779541","-1.809999942779541","-1.809999942779541","-1.0066666509956121","-1.0066666509956121","-1.0066666509956121"
"5376000","4.786666711171468","4.786666711171468","4.786666711171468","0.7800000210603079","0.7800000210603079","0.7800000210603079","-1.4216666767994564","-1.6600000063578289","-1.1833333472410839","-1.3699999849001567","-1.3699999849001567","-1.3699999849001567","","","","-0.8666666323939959","-0.8666666323939959","-0.8666666323939959"
"5400000","","","","","","","","","","","","","-2.75","-2.75","-2.75","","",""
"5424000","","","","","","","","","","","","","","","","-1.2666666954755783","-1.2666666954755783","-1.2666666954755783"
"5440000","4.639999866485596","4.639999866485596","4.639999866485596","0.9199999620517095","0.9199999620517095","0.9199999620517095","-1.3933333158493042","-1.5199999809265137","-1.2666666507720947","-1.4300000468889873","-1.4300000468889873","-1.4300000468889873","","","","","",""
"5472000","","","","","","","","","","","","","-3.4200000762939453","-3.4200000762939453","-3.4200000762939453","-0.32666665439804393","-0.32666665439804393","-0.32666665439804393"
"5504000","4.953333377838135","4.953333377838135","4.953333377838135","0.59333336353302","0.59333336353302","0.59333336353302","-0.9800000141064327","-1.1266666948795319","-0.8333333333333334","-1.5333333015441895","-1.5333333015441895","-1.5333333015441895","","","","","",""
"5520000","","","","","","","","","","","","","","","","-1.1866667071978252","-1.1866667071978252","-1.1866667071978252"
"5544000","","","","","","","","","","","","","-3.140000104904175","-3.140000104904175","-3.140000104904175","","",""
"5568000","4.420000076293945","4.420000076293945","4.420000076293945","1.0066666106383007","1.0066666106383007","1.0066666106383007","-1.3766666650772095","-1.993333359559377","-0.7599999705950419","-1.0099999674906333","-1.0099999674906333","-1.0099999674906333","","","","-0.8999999811251959","-0.8999999811251959","-0.8999999811251959"
"5616000","","","","","","","","","","","","","-3.4200000762939453","-3.4200000762939453","-3.4200000762939453","-0.7866665919621786","-0.7866665919621786","-0.7866665919621786"
"5632000","4.353333195050557","4.353333195050557","4.353333195050557","0.21333332856496176","0.21333332856496176","0.21333332856496176","-1.3016666720310845","-1.3133333325386047","-1.2900000115235646","-0.7099999884764353","-0.7099999884764353","-0.7099999884764353","","","","","",""
